RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,PSTALP,BSTATUS,COMMENTS,CITYST,RESTYPE,COSTMOSTRECENTASOF,URL,PTRDATE,COST,QBFASSET,UNINSDEP,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,NAME,CHCLASS1,FSL_PROG,CITY,CERT,BRDATE,ID
9/12/1985,14259.0,VANLEER,TN,PASNN,TN,I,,"DICKSON, TN",FAILURE,30JUN2024,na,,1830.0,14785.0,,T,1985,NM,1,,PEOPLES BANK,2498,9/12/1985,FDIC,PA,FIRST SECURITY BANK OF DICKSON,NM,,DICKSON,20490.0,,1066
9/12/1985,32901.0,ROSWELL,NM,PANNN,NM,I,,"ROSWELL, NM",FAILURE,30JUN2024,na,,10629.0,33293.0,,T,1985,N,1,,FIRST NB OF CHAVES COUNT,2497,9/12/1985,FDIC,PA,"MONCOR BANK, N.A.",N,,ROSWELL,24106.0,,1067
9/6/1985,9839.0,,,POBNN,CO,I,,"CLIFTON, CO",FAILURE,30JUN2024,na,,2748.0,10887.0,,T,1985,SM,1,,,6607,9/6/1985,FDIC,PO,BANK OF CLIFTON,SM,,CLIFTON,23209.0,,1064
9/9/1988,422018.0,HOUSTON,TX,,TX,,,"HOUSTON, TX",ASSISTANCE,30JUN2024,na,,738898.0,436548.0,,,1985,SL,3,,FIRST HEIGHTS FSA,1804,9/6/1985,FSLIC,A/A,HEIGHTS SAVINGS ASSOCIATION,SL,MCP-C,HOUSTON,30676.0,85-09-06,1065
9/4/1985,24782.0,COLUMBIA,TN,PASAN,TN,I,,"LORETTO, TN",FAILURE,30JUN2024,na,,3933.0,25637.0,,T,1985,NM,1,,FIRST FARMERS&MERCHANTS,2496,9/4/1985,FDIC,PA,THE BANK OF LORETTO,NM,,LORETTO,6096.0,,1063
9/3/1985,133506.0,MATTESON,IL,,IL,,,"MATTESON, IL",ASSISTANCE,30JUN2024,na,,3000.0,133824.0,,,1985,SL,3,,"REPUBLIC SAVINGS BANK, FSB",0,9/3/1985,FSLIC,A/A,CITIZENS FS&LA,SL,,MATTESON,27766.0,,1062
8/30/1985,220340.0,HOBBS,NM,PANNN,NM,I,,"HOBBS, NM",FAILURE,30JUN2024,na,,54020.0,229302.0,,T,1985,N,1,,UNITED BANK OF LEA COUNT,2495,8/30/1985,FDIC,PA,"MONCOR BANK, N.A.",N,,HOBBS,16798.0,,1060
5/9/1986,325085.0,SEATTLE,WA,,WA,,,"SEATTLE, WA",FAILURE,30JUN2024,na,,100841.0,378366.0,,,1985,SL,3,,PRUDENTIAL BANK FSB,0,8/30/1985,FSLIC,ABT,WESTSIDE FS&LA,SL,MCP-D,SEATTLE,28124.0,85-08-30,1061
8/28/1985,5664.0,HORNERSVILLE,MO,PASAN,MO,I,,"CARDWELL, MO",FAILURE,30JUN2024,na,,868.0,6206.0,,T,1985,NM,1,,MERCHANTS&PLANTERS BK HO,2493,8/28/1985,FDIC,PA,CARDWELL STATE BANK,NM,,CARDWELL,16084.0,,1057
8/28/1985,8112.0,HAYTI,MO,PASAN,MO,I,,"HAYTI, MO",FAILURE,30JUN2024,na,,1367.0,9116.0,,T,1985,NM,1,,BANK OF HAYTI,2494,8/28/1985,FDIC,PA,MISSOURI DELTA BANK,NM,,HAYTI,19574.0,,1058
8/8/1986,244890.0,BEVERLY HILLS,CA,,CA,I,,"PORTERVILLE, CA",FAILURE,30JUN2024,na,,96609.0,284494.0,,T,1985,SL,3,,GIBRALTER SAVINGS,7541,8/28/1985,FSLIC,ABT,PRESIDIO  S&LA,SL,MCP-C,PORTERVILLE,31749.0,85-08-28,1059
8/23/1985,9294.0,,,POSAN,KS,I,,"BRONSON, KS",FAILURE,30JUN2024,na,,3042.0,9604.0,,T,1985,NM,1,,,6602,8/23/1985,FDIC,PO,THE BANK OF BRONSON,NM,,BRONSON,10501.0,,1055
8/23/1985,133989.0,,,,LA,I,,"KENNER, LA",FAILURE,30JUN2024,na,,147947.0,188137.0,,T,1985,SL,3,,,7522,8/23/1985,FSLIC,IDT,ALLIANCE FS&LA,SL,,KENNER,32083.0,,1056
4/27/1987,367831.0,MIAMI,FL,,CA,I,,"GUERNEVILLE, CA",FAILURE,30JUN2024,na,,148930.0,368163.0,,T,1985,SL,3,,CITIZENS FS&LA,7557,8/20/1985,FSLIC,IDT,CENTENNIAL  S&LA,SL,MCP-C,GUERNEVILLE,31818.0,85-08-20,1054
8/16/1985,76446.0,ANDALUSIA,AL,,AL,,,"ANDALUSIA, AL",ASSISTANCE,30JUN2024,na,,0.0,77816.0,,,1985,NM,1,,THE COMMERCIAL BANK,1926,8/16/1985,FDIC,A/A,THE COMMERCIAL BANK,NM,,ANDALUSIA,55.0,,1052
8/16/1985,30360.0,,,,MT,I,,"KALISPELL, MT",FAILURE,30JUN2024,na,,12908.0,26949.0,,T,1985,SL,3,,,7521,8/16/1985,FSLIC,PO,MONTANA S&LA,SL,,KALISPELL,32055.0,,1053
8/15/1985,18232.0,FARMERS BRANCH,TX,DTNNA,TX,I,,"FARMERS BRANCH, TX",FAILURE,30JUN2024,na,,5328.0,20544.0,,T,1985,N,1,,PARK WEST STATE BANK,5601,8/15/1985,FDIC,IDT,"PARK WEST BANK, N.A.",N,,FARMERS BRANCH,24761.0,,1051
8/14/1985,5758.0,,,POSAN,KS,I,,"HERNDON, KS",FAILURE,30JUN2024,na,,1571.0,6237.0,,T,1985,NM,1,,,6600,8/14/1985,FDIC,PO,STATE BANK OF HERNDON,NM,,HERNDON,15380.0,,1050
8/9/1985,12118.0,LITCHFIELD,IL,PASAN,IL,I,,"FARMERSVILLE, IL",FAILURE,30JUN2024,na,,2181.0,11984.0,,T,1985,NM,1,,LITCHFIELD BANK&TRUST CO,2492,8/9/1985,FDIC,PA,STATE BANK OF FARMERSVILLE,NM,,FARMERSVILLE,10085.0,,1048
2/28/1986,81482.0,OMAHA,NE,,CO,,,"DENVER, CO",FAILURE,30JUN2024,na,,56310.0,48363.0,,,1985,SL,3,,COMMERCIAL FS&LA,0,8/9/1985,FSLIC,IDT,SIERRA FS&LA,SL,MCP-B,DENVER,31906.0,85-08-09,1049
8/8/1985,33426.0,MIDWEST CITY,OK,PASNN,OK,I,,"MIDWEST CITY, OK",FAILURE,30JUN2024,na,,6913.0,34976.0,,T,1985,NM,1,,SECURITY BANK OF MW CTY,2490,8/8/1985,FDIC,PA,SECURITY BANK & TRUST COMPANY,NM,,MIDWEST CITY,18907.0,,1047
9/29/1988,768317.0,NEWPORT BEACH,CA,,CA,,,"SANTA ANA, CA",ASSISTANCE,30JUN2024,na,,371337.0,708261.0,,,1985,SL,3,,DOWNEY S&LA,1754,8/7/1985,FSLIC,A/A,BUTTERFIELD  S&LA,SL,MCP-C,SANTA ANA,29540.0,85-08-07,1046
8/6/1985,4928.0,GLENWOOD,IA,PASAN,IA,I,,"MINEOLA, IA",FAILURE,30JUN2024,na,,213.0,5205.0,,T,1985,NM,1,,GLENWOOD STATE BANK,2489,8/6/1985,FDIC,PA,MINEOLA STATE BANK,NM,,MINEOLA,14180.0,,1045
8/2/1985,20903.0,MOUNTAIN LAKE,MN,PASAN,MN,I,,"ROUND LAKE, MN",FAILURE,30JUN2024,na,,7462.0,23210.0,,T,1985,NM,1,,FARMERS STB OF MOUNTAIN,2486,8/2/1985,FDIC,PA,FARMERS STATE BANK OF ROUND LAKE,NM,,ROUND LAKE,10970.0,,1042
8/2/1985,11929.0,LINCOLN,NE,PASAN,NE,I,,"RISING CITY, NE",FAILURE,30JUN2024,na,,320.0,12845.0,,T,1985,NM,1,,UNION BANK&TRUST CO,2485,8/2/1985,FDIC,PA,FARMERS STATE BANK,NM,,RISING CITY,11828.0,,1043
8/2/1985,288045.0,,,,TX,I,,"TEMPLE, TX",FAILURE,30JUN2024,na,,177863.0,185009.0,,T,1985,SL,3,,,7520,8/2/1985,FSLIC,IDT,BELL SAVINGS BANC,SL,,TEMPLE,29527.0,,1044
8/1/1985,17158.0,HOUSTON,TX,PANNN,TX,I,,"HOUSTON, TX",FAILURE,30JUN2024,na,,3568.0,18365.0,,T,1985,N,1,,PEOPLES BANK NATIONAL AS,2491,8/1/1985,FDIC,PA,RIVERSIDE NATIONAL BANK OF HOUSTON,N,,HOUSTON,18862.0,,1040
8/1/1985,134017.0,PORTLAND,OR,,OR,,,"PENDLETON, OR",ASSISTANCE,30JUN2024,na,,8800.0,175148.0,,,1985,SL,3,,BENJ FRANKLIN FS&LA,1670,8/1/1985,FSLIC,A/A,WESTERN HERITAGE FS&LA,SL,,PENDLETON,29071.0,,1041
7/25/1985,29527.0,EL DORADO,KS,PASNN,KS,I,,"EL DORADO, KS",FAILURE,30JUN2024,na,,1455.0,31185.0,,T,1985,NM,1,,NATIONAL BANK OF EL DORA,2484,7/25/1985,FDIC,PA,CITIZENS STATE BANK OF EL DORADO,NM,,EL DORADO,12423.0,,1037
7/25/1985,23888.0,OVERLAND PARK,KS,PASNN,KS,I,,"OVERLAND PARK, KS",FAILURE,30JUN2024,na,,6351.0,25707.0,,T,1985,NM,1,,MIDAMERICAN B&T OVERLAND,2483,7/25/1985,FDIC,PA,KANSAS AMERICAN BANK,NM,,OVERLAND PARK,20699.0,,1038
8/23/1988,1312477.0,MARINA DEL RAY,CA,,CA,,,"SAN MATEO, CA",ASSISTANCE,30JUN2024,na,,829701.0,1635150.0,,,1985,SL,3,,WESTERN FS&LA,1750,7/25/1985,FSLIC,A/A,BELL  S&LA,SL,MCP-C,SAN MATEO,28490.0,85-07-25,1039
7/23/1985,22259.0,ONAGA,KS,PANAN,KS,I,,"ONAGA, KS",FAILURE,30JUN2024,na,,2229.0,22379.0,,T,1985,N,1,,FIRST NATIONAL BANK OF O,2481,7/23/1985,FDIC,PA,THE FIRST NATIONAL BANK OF ONAGA,N,,ONAGA,4745.0,,1035
7/23/1985,16463.0,GLENROCK,WY,PANNN,WY,I,,"GLENROCK, WY",FAILURE,30JUN2024,na,,4459.0,18686.0,,T,1985,N,1,,NATIONAL BANK OF GLENROC,2482,7/23/1985,FDIC,PA,FIRST NATIONAL BANK OF GLENROCK,N,,GLENROCK,18928.0,,1036
7/19/1985,5301.0,LINNEUS,MO,PASAN,MO,I,,"LINNEUS, MO",FAILURE,30JUN2024,na,,2214.0,5381.0,,T,1985,NM,1,,UNITED MO BANK OF LINN C,2480,7/19/1985,FDIC,PA,LINN COUNTY BANK,NM,,LINNEUS,10625.0,,1032
7/19/1985,3481.0,GOLDEN,CO,PABNN,CO,I,,"BLACK HAWK, CO",FAILURE,30JUN2024,na,,1330.0,3861.0,,T,1985,SM,1,,FIRST INTRST BK GOLDEN N,2479,7/19/1985,FDIC,PA,GILPIN COUNTY BANK,SM,,BLACK HAWK,22851.0,,1033
4/29/1986,524880.0,SYOSSET,NY,,NY,,,"FLUSHING, NY",ASSISTANCE,30JUN2024,na,,22906.0,527685.0,,,1985,SL,3,,LONG ISLAND SAVINGS BANK  F,1682,7/19/1985,FSLIC,A/A,FLUSHING FS&LA,SL,MCP,FLUSHING,28504.0,85-07-19,1034
7/18/1985,11388.0,,,PONAN,TX,I,,"DARROUZETT, TX",FAILURE,30JUN2024,na,,4130.0,18213.0,,T,1985,N,1,,,5586,7/18/1985,FDIC,PO,THE FIRST NATIONAL BANK OF DAROUZZET,N,,DARROUZETT,3166.0,,1029
7/18/1985,9435.0,ESKRIDGE,KS,PASAN,KS,I,,"ESKRIDGE, KS",FAILURE,30JUN2024,na,,5324.0,10137.0,,T,1985,NM,1,,FLINT HILLS BANK OF ESKR,2478,7/18/1985,FDIC,PA,ESKRIDGE STATE BANK,NM,,ESKRIDGE,17962.0,,1030
9/12/1986,1498748.0,BOYNTON BEACH,FL,,FL,I,,"LAKE WORTH, FL",FAILURE,30JUN2024,na,,419225.0,1516512.0,,T,1985,SL,3,,BEACH FS&LA,7543,7/18/1985,FSLIC,ABT,"SUNRISE, S&LA",SL,MCP-C/MCP-D,LAKE WORTH,32016.0,85-07-18,1031
7/11/1985,17101.0,,,POSNN,OK,I,,"OKLAHOMA CITY, OK",FAILURE,30JUN2024,na,,6920.0,17776.0,,T,1985,NM,1,,,6584,7/11/1985,FDIC,PO,CROSSROADS STATE BANK,NM,,OKLAHOMA CITY,22163.0,,1028
7/5/1985,39643.0,JACKSONVILLE,AL,PANNN,AL,I,,"JACKSONVILLE, AL",FAILURE,30JUN2024,na,,9086.0,43290.0,,T,1985,N,1,,AMSOUTH BANK OF JACKSONV,2477,7/5/1985,FDIC,PA,THE FIRST NATIONAL BANK OF JACKSONVILLE,N,,JACKSONVILLE,14837.0,,1027
7/2/1985,7739.0,MADISON,KS,PASAN,KS,I,,"MADISON, KS",FAILURE,30JUN2024,na,,2479.0,8392.0,,T,1985,NM,1,,FIRST NB OF MADISON,2476,7/2/1985,FDIC,PA,MADISON BANK,NM,,MADISON,10510.0,,1026
7/1/1985,13257.0,BATESVILLE,MS,,MS,,,"BATESVILLE, MS",ASSISTANCE,30JUN2024,na,,4110.0,18387.0,,,1985,SL,3,,MISSISSIPPI FSB,0,7/1/1985,FSLIC,A/A,CITIZENS S&LA,SL,,BATESVILLE,31839.0,,1025
6/28/1985,19718.0,SHELBYVILLE,TN,PASNN,TN,I,,"TRACY CITY, TN",FAILURE,30JUN2024,na,,2912.0,21123.0,,T,1985,NM,1,,FIRST NB OF SHELBYVILLE,2475,6/28/1985,FDIC,PA,FIRST BANK & TRUST,NM,,TRACY CITY,4968.0,,1024
6/26/1985,44968.0,WESTMINSTER,CA,,KS,,,"SHAWNEE MSN, KS",ASSISTANCE,30JUN2024,na,,16154.0,91832.0,,,1985,SL,3,,HOUSEHOLD BANK FSB,1669,6/26/1985,FSLIC,A/A,CENTURY SA,SL,,SHAWNEE MSN,31940.0,,1023
5/2/1986,269111.0,BATON ROUGE,LA,,LA,I,,"LAKE PROVIDENCE, LA",FAILURE,30JUN2024,na,,156154.0,278335.0,,T,1985,SB,3,,HORIZON  FS&LA,7530,6/25/1985,FSLIC,ABT,"SUN BELT FEDERAL BANK, FSB",SB,MCP-A,LAKE PROVIDENCE,28913.0,85-06-25,1017
6/20/1986,105339.0,BATON ROUGE,LA,,LA,I,,"NEW ORLEANS, LA",FAILURE,30JUN2024,na,,73507.0,118050.0,,T,1985,SL,3,,HORIZON  FS&LA,7536,6/25/1985,FSLIC,ABT,NEW ORLEANS S&LA,SL,MCP-A,NEW ORLEANS,31480.0,85-06-25,1018
6/20/1986,222109.0,BATON ROUGE,LA,,LA,I,,"NEW ORLEANS, LA",FAILURE,30JUN2024,na,,166227.0,211301.0,,T,1985,SL,3,,HORIZON  FS&LA,7535,6/25/1985,FSLIC,ABT,AUDUBON S&LA,SL,MCP-A,NEW ORLEANS,31891.0,85-06-25,1019
6/20/1986,46831.0,BATON ROUGE,LA,,LA,,,"BATON ROUGE, LA",FAILURE,30JUN2024,na,,29713.0,47936.0,,,1985,SL,3,,HORIZON  FS&LA,0,6/25/1985,FSLIC,ABT,COMMUNITY FS&LA,SL,MCP-A,BATON ROUGE,32015.0,85-06-25,1020
6/20/1986,148074.0,BATON ROUGE,LA,,LA,I,,"COVINGTON, LA",FAILURE,30JUN2024,na,,89333.0,141383.0,,T,1985,SL,3,,HORIZON  FS&LA,7534,6/25/1985,FSLIC,ABT,NORTHLAKE S&LA,SL,MCP-A,COVINGTON,32029.0,85-06-25,1021
6/20/1986,83950.0,BATON ROUGE,LA,,LA,I,,"NEW ORLEANS, LA",FAILURE,30JUN2024,na,,53664.0,89114.0,,T,1985,SB,3,,HORIZON  FS&LA,7532,6/25/1985,FSLIC,ABT,CRESCENT SAVINGS BANK,SB,MCP-A,NEW ORLEANS,32098.0,85-06-25,1022
6/21/1985,92708.0,OKLAHOMA CITY,OK,PANNN,OK,I,,"OKLAHOMA CITY, OK",FAILURE,30JUN2024,na,,32615.0,97808.0,,T,1985,N,1,,CITY BANK&TRUST,2474,6/21/1985,FDIC,PA,"FIRST CITY BANK, N.A.",N,,OKLAHOMA CITY,4165.0,,1013
6/21/1985,6325.0,CEDAR RAPIDS,IA,PASAN,IA,I,,"URBANA, IA",FAILURE,30JUN2024,na,,810.0,7158.0,,T,1985,NM,1,,PEOPLES BANK&TRUST CO,2473,6/21/1985,FDIC,PA,URBANA SAVINGS BANK,NM,,URBANA,13153.0,,1014
6/21/1985,131418.0,,,DTNNN,NY,I,,"NEW YORK, NY",FAILURE,30JUN2024,na,,0.0,146254.0,,T,1985,N,1,,HONGKONG&SHANGHAI BK COR,5580,6/21/1985,FDIC,IDT,GOLDEN PACIFIC NATIONAL BANK,N,,NEW YORK,22452.0,,1015
5/26/1988,1364360.0,SAN CARLOS,CA,,CA,,,"SAN CARLOS, CA",ASSISTANCE,30JUN2024,na,,453308.0,1570628.0,,,1985,SL,3,,EUREKA FS&LA,1729,6/21/1985,FSLIC,A/A,EUREKA FS&LA,SL,MCP-A,SAN CARLOS,28745.0,85-06-21,1016
6/20/1985,4166.0,,,POSNN,KS,I,,"DEXTER, KS",FAILURE,30JUN2024,na,,1280.0,4267.0,,T,1985,NM,1,,,6577,6/20/1985,FDIC,PO,FARMERS STATE BANK OF DEXTER,NM,,DEXTER,10507.0,,1012
6/14/1985,38007.0,SLEEPY EYE,MN,PASAN,MN,I,,"BENSON, MN",FAILURE,30JUN2024,na,,8386.0,41598.0,,T,1985,NM,1,,FIRST SECURITY STB SLEEP,2472,6/14/1985,FDIC,PA,SWIFT COUNTY BANK,NM,,BENSON,1602.0,,1010
6/14/1985,28240.0,DODGEVILLE,WI,DTSAN,WI,I,,"DODGEVILLE, WI",FAILURE,30JUN2024,na,,2.0,30733.0,,T,1985,NM,1,,M&I BANK OF DODGEVILLE,6576,6/14/1985,FDIC,IDT,STRONG'S BANK,NM,,DODGEVILLE,11613.0,,1011
6/13/1985,8119.0,EDNA,KS,PASAN,KS,I,,"EDNA, KS",FAILURE,30JUN2024,na,,2827.0,8325.0,,T,1985,NM,1,,FIRST STATE BANK OF EDNA,2471,6/13/1985,FDIC,PA,THE FIRST STATE BANK,NM,,EDNA,4657.0,,1009
6/11/1985,39595.0,RIVERTON,WY,PANNN,WY,I,,"RIVERTON, WY",FAILURE,30JUN2024,na,,10568.0,37937.0,,T,1985,N,1,,FIRST WY BANK NA RIVERTO,2470,6/11/1985,FDIC,PA,AMERICAN NATIONAL BANK OF RIVERTON,N,,RIVERTON,18551.0,,1008
6/7/1985,18798.0,,,,TN,,,"NASHVILLE, TN",FAILURE,30JUN2024,na,,3638.0,22747.0,,,1985,SL,3,,,0,6/7/1985,FSLIC,PO,COMMUNITY FS&LA,SL,,NASHVILLE,31323.0,,1006
6/7/1985,3649.0,,,,TN,,,"KNOXVILLE, TN",FAILURE,30JUN2024,na,,1529.0,4816.0,,,1985,SL,3,,,0,6/7/1985,FSLIC,IDT,MAGNOLIA FS&LA,SL,,KNOXVILLE,31674.0,,1007
4/30/1987,1263750.0,LOS ANGELES,CA,,CA,,,"BEVERLY HILLS, CA",ASSISTANCE,30JUN2024,na,,223825.0,1492644.0,,,1985,SL,3,,SOUTHERN CALIFORNIA FS&LA,1707,6/6/1985,FSLIC,A/A,SOUTHERN CALIFORNIA  S&LA,SL,MCP-C,BEVERLY HILLS,28621.0,85-06-06,1005
5/31/1985,13360.0,LINCOLN,NE,PASAN,NE,I,,"TAYLOR, NE",FAILURE,30JUN2024,na,,1653.0,14542.0,,T,1985,NM,1,,UNION BANK&TRUST CO,2466,5/31/1985,FDIC,PA,BANK OF TAYLOR,NM,,TAYLOR,13797.0,,1000
5/31/1985,6034.0,,,POSAA,NE,I,,"FAIRFIELD, NE",FAILURE,30JUN2024,na,,1656.0,6795.0,,T,1985,NM,1,,,6571,5/31/1985,FDIC,PO,FAIRFIELD STATE BANK,NM,,FAIRFIELD,18388.0,,1001
5/31/1985,6072.0,GUIDE ROCK,NE,PASAN,NE,I,,"EDGAR, NE",FAILURE,30JUN2024,na,,1118.0,6570.0,,T,1985,NM,1,,GUIDE ROCK STATE BANK,2469,5/31/1985,FDIC,PA,SECURITY STATE BANK,NM,,EDGAR,18738.0,,1002
5/31/1985,3219.0,,,POSAA,NE,I,,"OAK, NE",FAILURE,30JUN2024,na,,165.0,3552.0,,T,1985,NM,1,,,6570,5/31/1985,FDIC,PO,SCROGGIN & COMPANY BANK,NM,,OAK,19117.0,,1003
4/10/1987,1680711.0,LOS ANGELES,CA,,CA,,,"SAN DIEGO, CA",ASSISTANCE,30JUN2024,na,,327146.0,2308903.0,,,1985,SL,3,,COAST S&LA,1706,5/31/1985,FSLIC,A/A,CENTRAL S&LA,SL,MCP-C,SAN DIEGO,30965.0,85-05-31,1004
5/31/1985,22126.0,FULDA,MN,DTSAN,MN,I,,"LAKEFIELD, MN",FAILURE,30JUN2024,na,,9450.0,24288.0,,T,1985,NM,1,,FULDA STATE BANK,6568,5/31/1985,FDIC,IDT,FIRST TRUST BANK OF LAKEFIELD,NM,,LAKEFIELD,5177.0,,997
5/31/1985,96968.0,WOODBURN,OR,,OR,,,"WOODBURN, OR",ASSISTANCE,30JUN2024,na,,18791.0,117145.0,,,1985,NM,1,,BANK OF OREGON,1923,5/31/1985,FDIC,A/A,BANK OF OREGON,NM,,WOODBURN,9477.0,,998
5/31/1985,23508.0,LOCKESBURG,AR,PASNN,AR,I,,"LOCKESBURG, AR",FAILURE,30JUN2024,na,,7366.0,25469.0,,T,1985,NM,1,,BANK OF LOCKESBURG,2467,5/31/1985,FDIC,PA,BANK OF LOCKESBURG,NM,,LOCKESBURG,13790.0,,999
1/27/1988,45738.0,ROCKFORD,IL,,IL,,,"FREEPORT, IL",ASSISTANCE,30JUN2024,na,,13607.0,63321.0,,,1985,SL,3,,HOME FS&LA OF ROCKFORD,1721,5/28/1985,FSLIC,A/A,FIRST FS&LA OF FREEPORT,SL,MCP-A,FREEPORT,29052.0,85-05-28,996
5/23/1985,51102.0,WHITE SETTLEMENT,TX,PASNN,TX,I,,"WHITE SETTLEMENT, TX",FAILURE,30JUN2024,na,,11541.0,54001.0,,T,1985,NM,1,,LANDMARK BANK-NORTHWEST,2465,5/23/1985,FDIC,PA,NORTHWEST BANK,NM,,WHITE SETTLEMENT,19076.0,,995
5/22/1985,206552.0,LOS ANGELES,CA,,OH,,,"MARION, OH",ASSISTANCE,30JUN2024,na,,0.0,201914.0,,,1985,SL,3,,HOME SAVINGS OF AMERICA FA,1667,5/22/1985,FSLIC,A/A,HOME FS&LA,SL,,MARION,30054.0,,994
5/16/1985,31169.0,OKLAHOMA CITY,OK,PASAN,OK,I,,"NEWCASTLE, OK",FAILURE,30JUN2024,na,,11012.0,32623.0,,T,1985,NM,1,,ALLIED OKLAHOMA BANK NA,2463,5/16/1985,FDIC,PA,BANK OF NEWCASTLE,NM,,NEWCASTLE,21757.0,,992
5/16/1985,27370.0,DALLAS,TX,PANNN,TX,I,,"DALLAS, TX",FAILURE,30JUN2024,na,,7493.0,29744.0,,T,1985,N,1,,OAKS BANK&TRUST CO,2464,5/16/1985,FDIC,PA,"THE ENERGY BANK, N.A.",N,,DALLAS,23889.0,,993
5/10/1985,630966.0,NEW ORLEANS,LA,,LA,,,"NEW ORLEANS, LA",ASSISTANCE,30JUN2024,na,,51544.0,739385.0,,,1985,SB,3,,"FIRST FINANCIAL BANK, FSB",1718,5/10/1985,FSLIC,A/A,"FIRST FINANCIAL BANK, FSB",SB,,NEW ORLEANS,28448.0,,991
5/9/1985,31633.0,STORY CITY,IA,PASAN,IA,I,,"STORY CITY, IA",FAILURE,30JUN2024,na,,6611.0,33586.0,,T,1985,NM,1,,STORY COUNTY BANK&TRUST,2462,5/9/1985,FDIC,PA,STORY COUNTY STATE BANK,NM,,STORY CITY,5813.0,,990
5/3/1985,49603.0,ST. JOSEPH,MO,PASNN,MO,I,,"ST. JOSEPH, MO",FAILURE,30JUN2024,na,,13267.0,50867.0,,T,1985,NM,1,,FARMERS STB OF BUCHANAN,2461,5/3/1985,FDIC,PA,FARMERS STATE BANK,NM,,ST. JOSEPH,10599.0,,988
5/3/1985,15393.0,MASSENA,IA,PASAN,IA,I,,"MASSENA, IA",FAILURE,30JUN2024,na,,6412.0,16920.0,,T,1985,NM,1,,UNION NATIONAL BANK,2460,5/3/1985,FDIC,PA,FARMERS SAVINGS BANK,NM,,MASSENA,16573.0,,989
5/2/1985,63907.0,CHANUTE,KS,PASNN,KS,I,,"CHANUTE, KS",FAILURE,30JUN2024,na,,15896.0,66843.0,,T,1985,NM,1,,BANK OF COMMERCE,2459,5/2/1985,FDIC,PA,THE BANK OF COMMERCE,NM,,CHANUTE,11775.0,,984
5/2/1985,298020.0,ARLINGTON,VA,,DC,,,"WASHINGTON, DC",ASSISTANCE,30JUN2024,na,,27125.0,361193.0,,,1985,SL,3,,NORTHERN VIRGINIA S&LA A FA,1666,5/2/1985,FSLIC,A/A,CAPITAL CITY FS&LA,SL,,WASHINGTON,27832.0,,985
5/2/1985,240568.0,ARLINGTON,VA,,VA,,,"ARLINGTON, VA",ASSISTANCE,30JUN2024,na,,18936.0,237179.0,,,1985,SL,3,,NORTHERN VIRGINIA S&LA A FA,1666,5/2/1985,FSLIC,A/A,NORTHERN VIRGINIA S&LA,SL,,ARLINGTON,30728.0,,986
5/2/1985,157676.0,WINTER HAVEN,FL,,FL,,,"TITUSVILLE, FL",ASSISTANCE,30JUN2024,na,,7096.0,162735.0,,,1985,SL,3,,FIRST FS&LA OF WINTER HAVEN,1666,5/2/1985,FSLIC,A/A,FIRST FEDERAL OF TITUSVILLE,SL,,TITUSVILLE,30934.0,,987
5/1/1985,83084.0,WESTMINSTER,CA,,CO,,,"BRIGHTON, CO",ASSISTANCE,30JUN2024,na,,22255.0,91402.0,,,1985,SL,3,,HOUSEHOLD BANK FSB,1665,5/1/1985,FSLIC,A/A,BRIGHTON FS&LA,SL,,BRIGHTON,29279.0,,983
4/26/1985,12654.0,ODEBOLT,IA,PASAN,IA,I,,"ODEBOLT, IA",FAILURE,30JUN2024,na,,2325.0,13541.0,,T,1985,NM,1,,PEOPLES SAVINGS BANK,2458,4/26/1985,FDIC,PA,PEOPLES STATE BANK,NM,,ODEBOLT,12414.0,,981
4/26/1985,43013.0,,,POSNN,CA,I,,"OAKLAND, CA",FAILURE,30JUN2024,na,,0.0,43809.0,,T,1985,NM,1,,,6599,4/26/1985,FDIC,PO,FIRST ENTERPRISE BANK,NM,,OAKLAND,20708.0,,982
12/31/1988,2444652.0,BEVERLY HILLS,CA,,CA,,,"BEVERLY HILLS, CA",ASSISTANCE,30JUN2024,na,,1429314.0,2918178.0,,,1985,SL,3,,BEVERLY HILLS FSB,1790,4/23/1985,FSLIC,A/A,BEVERLY HILLS  S&LA,SL,MCP-C,BEVERLY HILLS,29769.0,85-04-23,980
4/18/1985,14011.0,SPRINGFIELD,CO,PANAN,CO,I,,"SPRINGFIELD, CO",FAILURE,30JUN2024,na,,5325.0,15305.0,,T,1985,N,1,,BACA STATE BANK,2457,4/18/1985,FDIC,PA,THE FIRST NATIONAL BANK OF SPRINGFIELD,N,,SPRINGFIELD,3057.0,,978
4/18/1985,40518.0,LAMPASAS,TX,PANNN,TX,I,,"LAMPASAS, TX",FAILURE,30JUN2024,na,,3881.0,39427.0,,T,1985,N,1,,UNITED PEOPLES BANK,2456,4/18/1985,FDIC,PA,THE PEOPLES NATIONAL BANK OF LAMPASAS,N,,LAMPASAS,3294.0,,979
4/12/1985,15775.0,PORTLAND,OR,PASAN,OR,I,,"ELGIN, OR",FAILURE,30JUN2024,na,,4919.0,18169.0,,T,1985,NM,1,,UNITED STATES NB OF OREG,2454,4/12/1985,FDIC,PA,FIRST STATE BANK OF ELGIN,NM,,ELGIN,16255.0,,975
