RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,PSTALP,BSTATUS,COMMENTS,CITYST,RESTYPE,COSTMOSTRECENTASOF,URL,PTRDATE,COST,QBFASSET,UNINSDEP,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,NAME,CHCLASS1,FSL_PROG,CITY,CERT,BRDATE,ID
1/11/2013,91879.0,IRVINE,CA,TASNN,WA,I,,"UNIVERSITY PLACE, WA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/westside.html,,22860.0,91935.0,,T,2013,NM,5,,SUNWEST BANK,10468,1/11/2013,DIF,PA,WESTSIDE COMMUNITY BANK,NM,,UNIVERSITY PLACE,33997.0,,4034
12/14/2012,41881.0,SULLIVAN,MO,TASNN,MO,I,,"SUNRISE, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cmbkozarks.html,,13419.0,42816.0,,T,2012,NM,5,,BANK OF SULLIVAN,10467,12/14/2012,DIF,PA,COMMUNITY BANK OF THE OZARKS,NM,,SUNRISE,27331.0,,4033
11/16/2012,108931.0,EASLEY,SC,TASNN,GA,I,,"BRASELTON, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/hometown.html,,39665.0,124561.0,,T,2012,NM,5,,"CERTUSBANK, NATIONAL ASSOCIATION",10466,11/16/2012,DIF,PA,HOMETOWN COMMUNITYBANK,NM,,BRASELTON,57928.0,,4032
11/2/2012,869440.0,BLOOMINGTON,IL,TANNN,IL,I,,"PRINCETON, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cfnb.html,,32458.0,923959.0,,T,2012,N,5,,HEARTLAND BANK AND TRUST COMPANY,10464,11/2/2012,DIF,PA,CITIZENS FIRST NATIONAL BANK,N,,PRINCETON,3731.0,,4030
11/2/2012,223309.0,CONWAY,AR,TASNN,FL,I,,"LUTZ, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/heritage_fl.html,,73811.0,225477.0,,T,2012,NM,5,,CENTENNIAL BANK,10465,11/2/2012,DIF,PA,HERITAGE BANK OF FLORIDA,NM,,LUTZ,35009.0,,4031
10/26/2012,395248.0,,,POMNN,PA,I,,"BERWYN, PA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/novabank.html,,85428.0,444710.0,,T,2012,SI,5,,,10463,10/26/2012,DIF,PO,NOVA BANK,SI,,BERWYN,27148.0,,4029
10/19/2012,173670.0,PINE BLUFF,AR,TASNN,MO,I,,"SEDALIA, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/excelbank.html,,29582.0,186113.0,,T,2012,NM,5,,SIMMONS FIRST NATIONAL BANK,10460,10/19/2012,DIF,PA,EXCEL BANK,NM,,SEDALIA,19189.0,,4026
10/19/2012,64888.0,ST. CLOUD,MN,TATNN,FL,I,,"TAMARAC, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firsteastside.html,,12370.0,65686.0,,T,2012,SB,5,,STEARNS BANK NATIONAL ASSOCIATION,10461,10/19/2012,DIF,PA,FIRST EAST SIDE SAVINGS BANK,SB,,TAMARAC,28144.0,,4027
10/19/2012,131579.0,PIGEON FORGE,TN,TASNN,FL,I,,"DESTIN, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/gulfsouth.html,,40332.0,139391.0,,T,2012,NM,5,,SMARTBANK,10462,10/19/2012,DIF,PA,GULFSOUTH PRIVATE BANK,NM,,DESTIN,58073.0,,4028
9/28/2012,316877.0,NEW LENOX,IL,TASNN,IL,I,,"CRETE, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstunited.html,,33841.0,328422.0,,T,2012,NM,5,,"OLD PLANK TRAIL COMMUNITY BANK, NATIONAL ASSOCIATION",10459,9/28/2012,DIF,PA,FIRST UNITED BANK,NM,,CRETE,20685.0,,4025
9/14/2012,245716.0,PINE BLUFF,AR,TABNN,MO,I,,"ST. LOUIS, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/truman.html,,39469.0,282338.0,,T,2012,SM,5,,SIMMONS FIRST NATIONAL BANK,10458,9/14/2012,DIF,PA,TRUMAN BANK,SM,,ST. LOUIS,27316.0,,4024
9/7/2012,206809.0,LOUISVILLE,KY,TASNN,MN,I,,"BLOOMINGTON, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstcommbk_mn.html,,65213.0,215867.0,,T,2012,NM,5,,REPUBLIC BANK & TRUST COMPANY,10457,9/7/2012,DIF,PA,FIRST COMMERCIAL BANK,NM,,BLOOMINGTON,35246.0,,4023
8/3/2012,73001.0,ITASCA,IL,TAMNN,IL,I,,"WAUKEGAN, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/waukegan.html,,23518.0,83679.0,,T,2012,SI,5,,FIRST MIDWEST BANK,10456,8/3/2012,DIF,PA,WAUKEGAN SAVINGS BANK,SI,,WAUKEGAN,28243.0,,4022
7/27/2012,204238.0,ST. CLOUD,MN,TASNN,GA,I,,"JASPER, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/jasper.html,,49244.0,206672.0,,T,2012,NM,5,,STEARNS BANK NATIONAL ASSOCIATION,10455,7/27/2012,DIF,PA,JASPER BANKING COMPANY,NM,,JASPER,16240.0,,4021
7/20/2012,89723.0,LEES SUMMIT,MO,TASNN,KS,I,,"LEAWOOD, KS",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/heartland.html,,363.0,96002.0,,T,2012,NM,5,,METCALF BANK,10452,7/20/2012,DIF,PA,HEARTLAND BANK,NM,,LEAWOOD,1361.0,,4016
7/20/2012,171627.0,HINSDALE,IL,PATNN,IL,I,,"CHICAGO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/secondfederal.html,,86252.0,190891.0,,T,2012,SB,5,,HINSDALE BANK & TRUST COMPANY,10453,7/20/2012,DIF,PA,SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO,SB,,CHICAGO,27986.0,,4017
7/20/2012,182114.0,ATLANTA,GA,TASNN,GA,I,,"WOODSTOCK, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cherokee.html,,36215.0,209021.0,,T,2012,NM,5,,COMMUNITY & SOUTHERN BANK,10450,7/20/2012,DIF,PA,FIRST CHEROKEE STATE BANK,NM,,WOODSTOCK,32711.0,,4018
7/20/2012,78876.0,NAPLES,FL,TASNN,FL,I,,"NAPLES, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/royalpalm.html,,16848.0,78771.0,,T,2012,NM,5,,FIRST NATIONAL BANK OF THE GULF COAST,10454,7/20/2012,DIF,PA,THE ROYAL PALM BANK OF FLORIDA,NM,,NAPLES,57096.0,,4019
7/20/2012,114748.0,ATLANTA,GA,TASNN,GA,I,,"BUFORD, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/georgiatrust.html,,25335.0,116890.0,,T,2012,NM,5,,COMMUNITY & SOUTHERN BANK,10451,7/20/2012,DIF,PA,GEORGIA TRUST BANK,NM,,BUFORD,57847.0,,4020
7/13/2012,21809.0,MARCELINE,MO,TASNN,MO,I,,"GLASGOW, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/glasgow.html,,1396.0,22341.0,,T,2012,NM,5,,REGIONAL MISSOURI BANK,10449,7/13/2012,DIF,PA,GLASGOW SAVINGS BANK,NM,,GLASGOW,1056.0,,4015
7/6/2012,164181.0,MOULTRIE,GA,PASNN,GA,I,,"AILEY, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/montgomery.html,,65798.0,153208.0,,T,2012,NM,5,,AMERIS BANK,10448,7/6/2012,DIF,PA,MONTGOMERY BANK & TRUST,NM,,AILEY,19498.0,,4014
6/15/2012,156402.0,KNOXVILLE,TN,TASNN,TN,I,,"LYNCHBURG, TN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/farmersbank.html,,33106.0,163859.0,,T,2012,NM,5,,CLAYTON BANK AND TRUST,10447,6/15/2012,DIF,PA,THE FARMERS BANK OF LYNCHBURG,NM,,LYNCHBURG,1690.0,,4011
6/15/2012,160024.0,INDIANTOWN,FL,TASNN,FL,I,,"PALATKA, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/putnam.html,,28751.0,169489.0,,T,2012,NM,5,,HARBOR COMMUNITY BANK,10445,6/15/2012,DIF,PA,PUTNAM STATE BANK,NM,,PALATKA,27405.0,,4012
6/15/2012,147896.0,ATLANTA,GA,TASNN,GA,I,,"MARIETTA, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/securityexchange.html,,44760.0,150962.0,,T,2012,NM,5,,FIDELITY BANK,10446,6/15/2012,DIF,PA,SECURITY EXCHANGE BANK,NM,,MARIETTA,35299.0,,4013
6/8/2012,44828.0,EDMOND,OK,TASNN,OK,I,,"KINGFISHER, OK",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstcapital.html,,8725.0,44448.0,,T,2012,NM,5,,F & M BANK,10443,6/8/2012,DIF,PA,FIRST CAPITAL BANK,NM,,KINGFISHER,416.0,,4007
6/8/2012,42302.0,MENDOTA,IL,TASNN,IL,I,,"SHABBONA, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/ftsb.html,,10243.0,43077.0,,T,2012,NM,5,,FIRST STATE BANK,10442,6/8/2012,DIF,PA,FARMERS' AND TRADERS' STATE BANK,NM,,SHABBONA,9257.0,,4008
6/8/2012,472704.0,BLUEFIELD,VA,TABNN,NC,I,,"WHITEVILLE, NC",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/waccamaw.html,,23756.0,533114.0,,T,2012,SM,5,,FIRST COMMUNITY BANK,10444,6/8/2012,DIF,PA,WACCAMAW BANK,SM,,WHITEVILLE,34515.0,,4009
6/8/2012,53082.0,THOMASVILLE,NC,TATNN,SC,I,,"CHARLESTON, SC",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/carolina.html,,17630.0,54373.0,,T,2012,SB,5,,BANK OF NORTH CAROLINA,10441,6/8/2012,DIF,PA,CAROLINA FEDERAL SAVINGS BANK,SB,,CHARLESTON,35372.0,,4010
5/18/2012,45149.0,ANNISTON,AL,TANNN,AL,I,,"SYLACAUGA, AL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/alabamatrust.html,,10672.0,51553.0,,T,2012,N,5,,SOUTHERN STATES BANK,10440,5/18/2012,DIF,PA,"ALABAMA TRUST BANK, NATIONAL ASSOCIATION",N,,SYLACAUGA,35224.0,,4006
5/4/2012,99067.0,CORAL GABLES,FL,TANNN,FL,I,,"NORTH LAUDERDALE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/securitybank.html,,15098.0,101026.0,,T,2012,N,5,,BANESCO USA,10439,5/4/2012,DIF,PA,"SECURITY BANK, NATIONAL ASSOCIATION",N,,NORTH LAUDERDALE,23156.0,,4005
4/27/2012,129023.0,COSTA MESA,CA,TANNN,CA,I,,"PALM DESERT, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/palmdesert.html,,26331.0,129253.0,,T,2012,N,5,,PACIFIC PREMIER BANK,10437,4/27/2012,DIF,PA,PALM DESERT NATIONAL BANK,N,,PALM DESERT,23632.0,,4000
4/27/2012,150951.0,,,DTBNN,MD,I,RB20140513 - resdate = faildate,"CAMBRIDGE, MD",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/easternshore.html,,57856.0,162460.0,,T,2012,SM,5,,,10434,4/27/2012,DIF,DINB,BANK OF THE EASTERN SHORE,SM,,CAMBRIDGE,26759.0,,4001
4/27/2012,458053.0,REEDS SPRING,MI,TATNN,MN,I,,"MAPLE GROVE, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/interbank.html,,79681.0,463840.0,,T,2012,SB,5,,GREAT SOUTHERN BANK,10436,4/27/2012,DIF,PA,"INTER SAVINGS BANK, FSB D/B/A/ INTERBANK, FSB",SB,,MAPLE GROVE,31495.0,,4002
4/27/2012,415943.0,CHARLESTON,SC,TATNN,SC,I,,"PAWLEYS ISLAND, SC",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/plantation.html,,83230.0,433512.0,,T,2012,SB,5,,FIRST FEDERAL BANK,10438,4/27/2012,DIF,PA,PLANTATION FEDERAL BANK,SB,,PAWLEYS ISLAND,32503.0,,4003
4/27/2012,145534.0,MCLEAN,MD,TASNN,MD,I,,"GAITHERSBURG, MD",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/harvest.html,,26694.0,163019.0,,T,2012,NM,5,,SONABANK,10435,4/27/2012,DIF,PA,HARVEST BANK OF MARYLAND,NM,,GAITHERSBURG,57766.0,,4004
4/20/2012,47786.0,ASTORIA,NY,PATNN,NJ,I,,"FORT LEE, NJ",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/fortlee.html,,11925.0,48861.0,,T,2012,SB,5,,ALMA BANK,10433,4/20/2012,DIF,PA,"FORT LEE FEDERAL SAVINGS BANK, FSB",SB,,FORT LEE,35527.0,,3999
3/30/2012,747640.0,COLUMBUS,OH,TASNN,MI,I,,"DEARBORN, MI",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/fidelity.html,,97229.0,818237.0,,T,2012,NM,5,,THE HUNTINGTON NATIONAL BANK,10432,3/30/2012,DIF,PA,FIDELITY BANK,NM,,DEARBORN,33883.0,,3998
3/23/2012,198953.0,CHICAGO,IL,TASNN,IL,I,,"WILMETTE, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/premier-il.html,,69338.0,268703.0,,T,2012,NM,5,,INTERNATIONAL BANK OF CHICAGO,10431,3/23/2012,DIF,PA,PREMIER BANK,NM,,WILMETTE,35419.0,,3996
3/23/2012,90632.0,ST.CLOUD,MN,TASNN,GA,I,,"ROCK SPRING, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/covenant.html,,30279.0,95725.0,,T,2012,NM,5,,"STEARNS BANK, NATIONAL ASSOCIATION",10430,3/23/2012,DIF,PA,CONVENANT BANK & TRUST,NM,,ROCK SPRING,58068.0,,3997
3/9/2012,72399.0,,,POSNN,IL,A,,"CHICAGO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/newcity.html,,13245.0,71202.0,,,2012,NM,5,,,10429,3/9/2012,DIF,PO,NEW CITY BANK,NM,,CHICAGO,57597.0,,3995
3/2/2012,116813.0,DORAVILLE,GA,TASNN,GA,I,,"DORAVILLE, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/global.html,,40289.0,143678.0,,T,2012,NM,5,,METRO CITY BANK,10428,3/2/2012,DIF,PA,GLOBAL COMMERCE BANK,NM,,DORAVILLE,34046.0,,3994
2/24/2012,266589.0,MOULTRIE,GA,TASNN,GA,I,,"ELLAVILLE, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cbg.html,,51763.0,278860.0,,T,2012,NM,5,,AMERIS BANK,10426,2/24/2012,DIF,PA,CENTRAL BANK OF GEORGIA,NM,,ELLAVILLE,5687.0,,3992
2/24/2012,432223.0,,,POTNN,MN,I,,"LITTLE FALLS, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/homesvgs.html,,43037.0,434111.0,,T,2012,SB,5,,,10427,2/24/2012,DIF,PO,HOME SAVINGS OF AMERICA,SB,,LITTLE FALLS,29178.0,,3993
2/10/2012,89485.0,BARRINGTON,IL,TANNN,IL,I,,"HOFFMAN ESTATES, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cnbt.html,,18454.0,93894.0,,T,2012,N,5,,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",10424,2/10/2012,DIF,PA,CHARTER NATIONAL BANK AND TRUST,N,,HOFFMAN ESTATES,23187.0,,3990
2/10/2012,171365.0,MUNCIE,IN,TATNN,IN,I,,"SHELBYVILLE, IN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/scbbank.html,,38269.0,182561.0,,T,2012,SB,5,,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",10425,2/10/2012,DIF,PA,SCB BANK,SB,,SHELBYVILLE,29761.0,,3991
1/27/2012,378309.0,WINTER HAVEN,FL,TASNN,FL,I,,"JACKSONVILLE, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/fgbtcj.html,,54383.0,397082.0,,T,2012,NM,5,,"CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION",10421,1/27/2012,DIF,PA,FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE,NM,,JACKSONVILLE,16579.0,,3986
1/27/2012,259571.0,CINCINNATI,OH,TABNN,TN,I,,"KNOXVILLE, TN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/bankeast.html,,74064.0,261947.0,,T,2012,SM,5,,U.S. BANK NATIONAL ASSOCIATION,10420,1/27/2012,DIF,PA,BANKEAST,SM,,KNOXVILLE,19869.0,,3987
1/27/2012,102833.0,SAVAGE,MN,TASNN,MN,I,,"FOREST LAKE, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/patriot-mn.html,,35346.0,105029.0,,T,2012,NM,5,,FIRST RESOURCE BANK,10422,1/27/2012,DIF,PA,PATRIOT BANK MINNESOTA,NM,,FOREST LAKE,34823.0,,3988
1/27/2012,1037716.0,LOUISVILLE,KY,TASNN,TN,I,,"FRANKLIN, TN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/tcb.html,,351815.0,1009154.0,,T,2012,NM,5,,REPUBLIC BANK & TRUST COMPANY,10423,1/27/2012,DIF,PA,TENNESSEE COMMERCE BANK,NM,,FRANKLIN,35296.0,,3989
1/20/2012,509065.0,HOSCHTON,GA,TASNN,GA,I,,"STOCKBRIDGE, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firststatebank-ga.html,,192145.0,516760.0,,T,2012,NM,5,,HAMILTON STATE BANK,10419,1/20/2012,DIF,PA,THE FIRST STATE BANK,NM,,STOCKBRIDGE,19252.0,,3983
1/20/2012,17548.0,ROCKVILLE,MD,TATNN,PA,I,,"BOOTHWYN, PA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/americaneagle.html,,4671.0,19259.0,,T,2012,SB,5,,"CAPITAL BANK, NATIONAL ASSOCIATION",10417,1/20/2012,DIF,PA,AMERICAN EAGLE SAVINGS BANK,SB,,BOOTHWYN,31581.0,,3984
1/20/2012,71080.0,WINTER HAVEN,FL,TASNN,FL,I,,"BELLEVIEW, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cfsb.html,,13697.0,71485.0,,T,2012,NM,5,,"CENTERSTATE BANK OF FLORIDA, NATIONAL ASSOCIATION",10418,1/20/2012,DIF,PA,CENTRAL FLORIDA STATE BANK,NM,,BELLEVIEW,57186.0,,3985
12/16/2011,144491.0,SEATTLE,WA,TANNN,AZ,I,,"PHOENIX, AZ",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/westernnatl.html,,41735.0,162872.0,,T,2011,N,5,,WASHINGTON FEDERAL,10416,12/16/2011,DIF,PA,WESTERN NATIONAL BANK,N,,PHOENIX,57917.0,,3981
12/16/2011,112050.0,PANAMA CITY,FL,TASNN,FL,I,,"CRESTVIEW, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/premier-fl.html,,25065.0,125976.0,,T,2011,NM,5,,"SUMMIT BANK, NATIONAL ASSOCIATION",10415,12/16/2011,DIF,PA,PREMIER COMMUNITY BANK OF THE EMERALD COAST,NM,,CRESTVIEW,58343.0,,3982
11/18/2011,81967.0,GRINNELL,IA,TASNN,IA,I,,"JOHNSTON, IA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/polkcounty.html,,16053.0,91580.0,,T,2011,NM,5,,GRINNELL STATE BANK,10414,11/18/2011,DIF,PA,POLK COUNTY BANK,NM,,JOHNSTON,14194.0,,3979
11/18/2011,347720.0,NEW ORLEANS,LA,TASNN,LA,I,,"LACOMBE, LA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/centralprog.html,,48824.0,383132.0,,T,2011,NM,5,,FIRST NBC BANK,10413,11/18/2011,DIF,PA,CENTRAL PROGRESSIVE BANK,NM,,LACOMBE,19657.0,,3980
11/10/2011,55906.0,CARTERSVILLE,GA,TASNN,GA,I,,"ROCKMART, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/rockmart.html,,20301.0,62383.0,,T,2011,NM,5,,CENTURY BANK OF GEORGIA,10412,11/10/2011,DIF,PA,COMMUNITY BANK OF ROCKMART,NM,,ROCKMART,57860.0,,3978
11/4/2011,105461.0,PURDUM,NE,TASNN,NE,I,,"OMAHA, NE",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/midcity.html,,10944.0,106075.0,,T,2011,NM,5,,PURDUM STATE BANK,10410,11/4/2011,DIF,PA,"MID CITY BANK, INC.",NM,,OMAHA,19397.0,,3976
11/4/2011,169135.0,LOGAN,UT,TASNN,UT,I,,"SAINT GEORGE, UT",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/sunfirst.html,,43575.0,198081.0,,T,2011,NM,5,,CACHE VALLEY BANK,10411,11/4/2011,DIF,PA,SUNFIRST BANK,NM,,SAINT GEORGE,57087.0,,3977
10/28/2011,30542.0,CHICAGO,IL,TASNN,IL,I,,"DES PLAINES, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/allamerican.html,,13753.0,34800.0,,T,2011,NM,5,,INTERNATIONAL BANK OF CHICAGO,10409,10/28/2011,DIF,PA,ALL AMERICAN BANK,NM,,DES PLAINES,57759.0,,3975
10/21/2011,1239630.0,KANSAS CITY,MO,TABNN,CO,I,,"GREENWOOD VILLAGE, CO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/commbanksco.html,,169247.0,1280964.0,,T,2011,SM,5,,"BANK MIDWEST, NATIONAL ASSOCIATION",10405,10/21/2011,DIF,PA,COMMUNITY BANKS OF COLORADO,SM,,GREENWOOD VILLAGE,21132.0,,3971
10/21/2011,172042.0,ATLANTA,GA,TASNN,GA,I,,"DECATUR, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/decatur.html,,24568.0,184750.0,,T,2011,NM,5,,FIDELITY BANK,10407,10/21/2011,DIF,PA,DECATUR FIRST BANK,NM,,DECATUR,34392.0,,3972
10/21/2011,157808.0,MACON,GA,TASNN,GA,I,,"JONESBORO, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/commcapbk.html,,64965.0,165291.0,,T,2011,NM,5,,STATE BANK AND TRUST COMPANY,10406,10/21/2011,DIF,PA,COMMUNITY CAPITAL BANK,NM,,JONESBORO,57036.0,,3973
10/21/2011,212184.0,BOCA RATON,FL,TASNN,FL,I,,"CLEARWATER, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/oldharbor.html,,26299.0,209048.0,,T,2011,NM,5,,1st UNITED BANK,10408,10/21/2011,DIF,PA,OLD HARBOR BANK,NM,,CLEARWATER,57537.0,,3974
10/14/2011,159628.0,THOMASVILLE,NC,TAMNN,NC,I,,"ASHEVILLE, NC",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/blueridge.html,,44112.0,161430.0,,T,2011,SI,5,,BANK OF NORTH CAROLINA,10401,10/14/2011,DIF,PA,"BLUE RIDGE SAVINGS BANK, INC.",SI,,ASHEVILLE,32347.0,,3967
10/14/2011,180835.0,MILAN,IL,TASNN,IL,I,,"ALEDO, IL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/countrybank.html,,69305.0,195034.0,,T,2011,NM,5,,BLACKHAWK BANK & TRUST,10402,10/14/2011,DIF,PA,COUNTRY BANK,NM,,ALEDO,35395.0,,3968
10/14/2011,178773.0,MACON,GA,TASNN,GA,I,,"GRAY, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/piedmont-ga.html,,88194.0,198993.0,,T,2011,NM,5,,STATE BANK AND TRUST COMPANY,10404,10/14/2011,DIF,PA,PIEDMONT COMMUNITY BANK,NM,,GRAY,57256.0,,3969
10/14/2011,188099.0,STATEN ISLAND,NY,TASNN,NJ,I,,"CRANFORD, NJ",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firststatebank-nj.html,,45629.0,191852.0,,T,2011,NM,5,,NORTHFIELD BANK,10403,10/14/2011,DIF,PA,FIRST STATE BANK,NM,,CRANFORD,58046.0,,3970
10/7/2011,384120.0,STILLWATER,MN,TASNN,MN,I,,"WYOMING, MN",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/riverbank.html,,71176.0,419723.0,,T,2011,NM,5,,CENTRAL BANK,10399,10/7/2011,DIF,PA,THE RIVERBANK,NM,,WYOMING,10216.0,,3965
10/7/2011,280649.0,REEDS SPRING,MO,TASNN,MO,I,,"ELLINGTON, MO",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/sunsecurity.html,,93109.0,351492.0,,T,2011,NM,5,,GREAT SOUTHERN BANK,10400,10/7/2011,DIF,PA,SUN SECURITY BANK,NM,,ELLINGTON,20115.0,,3966
9/30/2011,208775.0,HOUSTON,TX,TASNN,TX,I,,"PLANO, TX",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/firstintlbank.html,,58022.0,239916.0,,T,2011,NM,5,,AMERICAN FIRST NATIONAL BANK,10398,9/30/2011,DIF,PA,FIRST INTERNATIONAL BANK,NM,,PLANO,33513.0,,3964
9/23/2011,901845.0,MOUNT OLIVE,NC,TABNN,VA,I,,"NORFOLK, VA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/boc-va.html,,238719.0,985096.0,,T,2011,SM,5,,SOUTHERN BANK AND TRUST COMPANY,10396,9/23/2011,DIF,PA,BANK OF THE COMMONWEALTH,SM,,NORFOLK,20408.0,,3962
9/23/2011,253079.0,CHICO,CA,TASNN,CA,I,,"NEVADA CITY, CA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/cbnc.html,,40895.0,288765.0,,T,2011,NM,5,,TRI COUNTIES BANK,10397,9/23/2011,DIF,PA,CITIZENS BANK OF NORTHERN CALIFORNIA,NM,,NEVADA CITY,33983.0,,3963
9/9/2011,280095.0,WEST POINT,GA,TANNN,FL,I,,"MILTON, FL",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/fnbf.html,,75749.0,296841.0,,T,2011,N,5,,CHARTERBANK,10395,9/9/2011,DIF,PA,THE FIRST NATIONAL BANK OF FLORIDA,N,,MILTON,25155.0,,3961
9/2/2011,96583.0,ATLANTA,GA,TASNN,GA,I,"Unexpected difference between PO_COST and RESCOST is that it was a linked bid.  Across the linked bids, RESCOST<PO_COST","WOODSTOCK, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/creekside.html,,33845.0,102338.0,,T,2011,NM,5,,GEORGIA COMMERCE BANK,10393,9/2/2011,DIF,PA,CREEKSIDE BANK,NM,,WOODSTOCK,58226.0,,3959
9/2/2011,140612.0,ATLANTA,GA,TASNN,GA,I,,"CUMMING, GA",FAILURE,30JUN2024,https://www.fdic.gov/bank/individual/failed/patriot.html,,54248.0,150751.0,,T,2011,NM,5,,GEORGIA COMMERCE BANK,10394,9/2/2011,DIF,PA,PATRIOT BANK OF GEORGIA,NM,,CUMMING,58273.0,,3960
